,5,6,7,8,9,10,11,12,13,agent
0,0.04,0.0,0.0,0.0,0.0,0.01,0.89,0.04,0.02,MF
0,0.0,0.0,0.87,0.0,0.13,0.0,0.0,0.0,0.0,MB
0,0.0,0.91,0.0,0.01,0.0,0.0,0.02,0.0,0.06,UVFA
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SFGPI
